Timestamp,Entry_id,Temperature,PPM,Conductivity,Turbidity,Drinkability
2025-03-13 15:36:32+00:00,63,31.75,433.94,0.6199,6,0
2025-03-13 15:36:49+00:00,64,31.75,433.94,0.6199,6,0
2025-03-13 15:37:06+00:00,65,31.81,426.62,0.6095,0,0
2025-03-13 15:37:26+00:00,66,31.75,426.62,0.6095,8,0
2025-03-13 15:37:43+00:00,67,31.75,434.43,0.6206,8,0
2025-03-13 15:38:00+00:00,68,31.81,433.7,0.6196,8,0
2025-03-13 15:38:17+00:00,69,31.75,442.74,0.6325,8,0
2025-03-13 15:38:34+00:00,70,31.75,433.7,0.6196,8,0
2025-03-13 15:38:51+00:00,71,31.75,438.83,0.6269,8,0
2025-03-13 15:39:07+00:00,72,31.75,430.53,0.615,8,0
2025-03-13 15:39:24+00:00,73,31.75,431.99,0.6171,8,0
2025-03-13 15:39:41+00:00,74,31.81,433.21,0.6189,8,0
2025-03-13 15:39:58+00:00,75,31.75,438.1,0.6259,8,0
2025-03-13 15:40:15+00:00,76,31.81,431.01,0.6157,8,0
2025-03-13 15:40:43+00:00,77,31.75,429.79,0.614,5,0
2025-03-13 15:41:00+00:00,78,31.75,437.36,0.6248,4,0
2025-03-13 15:41:17+00:00,79,31.75,434.19,0.6203,4,0
2025-03-13 15:41:34+00:00,80,31.75,441.51,0.6307,5,0
2025-03-13 15:41:51+00:00,81,31.69,431.26,0.6161,4,0
2025-03-13 15:42:09+00:00,82,31.75,451.04,0.6443,4,0
2025-03-13 15:42:25+00:00,83,31.69,446.15,0.6374,5,0
2025-03-13 15:42:42+00:00,84,31.75,431.26,0.6161,3,0
2025-03-13 15:42:59+00:00,85,31.75,450.79,0.644,5,0
2025-03-13 15:43:16+00:00,86,31.75,429.3,0.6133,7,0
2025-03-13 15:43:33+00:00,87,31.75,438.34,0.6262,7,0
2025-03-13 15:43:50+00:00,88,31.75,433.21,0.6189,8,0
2025-03-13 15:48:12+00:00,89,31.75,439.8,0.6283,2,0
2025-03-13 15:48:29+00:00,90,31.69,462.03,0.66,4,0
2025-03-13 15:48:45+00:00,91,31.75,429.79,0.614,5,0
2025-03-13 15:49:02+00:00,92,31.75,430.53,0.615,3,0
2025-03-13 15:49:19+00:00,93,31.75,426.37,0.6091,5,0
2025-03-13 15:49:36+00:00,94,31.75,428.82,0.6126,3,0
2025-03-13 15:49:53+00:00,95,31.75,78.05,0.1115,3,1
2025-03-13 15:50:10+00:00,96,31.81,429.06,0.6129,7,0
2025-03-13 15:50:27+00:00,97,31.75,429.79,0.614,3,0
2025-03-13 15:50:44+00:00,98,31.75,427.11,0.6102,1,0
2025-03-13 15:51:01+00:00,99,31.75,429.79,0.614,8,0
2025-03-13 15:51:18+00:00,100,31.75,430.28,0.6147,8,0
2025-03-13 15:51:34+00:00,101,31.69,431.99,0.6171,5,0
2025-03-13 15:51:51+00:00,102,31.75,429.3,0.6133,5,0
2025-03-13 15:52:08+00:00,103,31.75,430.53,0.615,5,0
2025-03-13 15:52:25+00:00,104,31.75,432.72,0.6182,5,0
2025-03-13 15:52:42+00:00,105,31.81,428.33,0.6119,5,0
2025-03-13 15:52:59+00:00,106,31.69,430.04,0.6143,5,0
2025-03-13 15:53:16+00:00,107,31.69,422.47,0.6035,5,0
2025-03-13 15:53:33+00:00,108,31.75,433.7,0.6196,5,0
2025-03-13 15:53:49+00:00,109,31.69,430.53,0.615,5,0
2025-03-13 15:54:06+00:00,110,31.69,433.7,0.6196,5,0
2025-03-13 15:54:23+00:00,111,31.69,432.72,0.6182,5,0
2025-03-13 15:54:40+00:00,112,31.69,433.94,0.6199,5,0
2025-03-13 15:54:57+00:00,113,31.69,434.19,0.6203,5,0
2025-03-13 15:55:14+00:00,114,31.69,434.68,0.621,5,0
2025-03-13 15:55:31+00:00,115,31.69,436.87,0.6241,5,0
2025-03-13 15:55:47+00:00,116,31.69,432.23,0.6175,5,0
2025-03-13 15:56:04+00:00,117,31.69,428.57,0.6122,5,0
2025-03-13 15:56:22+00:00,118,31.69,433.7,0.6196,5,0
2025-03-13 15:56:39+00:00,119,31.69,433.46,0.6192,5,0
2025-03-13 15:56:59+00:00,120,31.69,428.82,0.6126,5,0
2025-03-13 15:57:16+00:00,121,31.62,429.55,0.6136,5,0
2025-03-13 15:57:33+00:00,122,31.69,432.23,0.6175,5,0
2025-03-13 15:57:50+00:00,123,31.62,433.21,0.6189,5,0
2025-03-13 15:58:07+00:00,124,31.69,431.01,0.6157,5,0
2025-03-13 15:58:24+00:00,125,31.69,426.86,0.6098,6,0
2025-03-13 15:58:41+00:00,126,31.69,430.53,0.615,5,0
2025-03-13 15:58:58+00:00,127,31.69,425.89,0.6084,5,0
2025-03-13 15:59:15+00:00,128,31.69,433.7,0.6196,5,0
2025-03-13 15:59:31+00:00,129,31.69,429.3,0.6133,5,0
2025-03-13 15:59:48+00:00,130,31.69,432.48,0.6178,5,0
2025-03-13 16:00:05+00:00,131,31.62,433.46,0.6192,6,0
2025-03-13 16:00:22+00:00,132,31.62,429.3,0.6133,5,0
2025-03-13 16:00:55+00:00,133,31.62,429.79,0.614,6,0
2025-03-13 16:01:12+00:00,134,31.69,435.9,0.6227,6,0
2025-03-13 16:01:29+00:00,135,31.62,432.48,0.6178,6,0
2025-03-13 16:01:46+00:00,136,31.62,435.16,0.6217,6,0
2025-03-13 16:02:03+00:00,137,31.62,431.5,0.6164,5,0
2025-03-13 16:02:20+00:00,138,31.62,426.37,0.6091,6,0
2025-03-13 16:02:37+00:00,139,31.62,428.08,0.6115,6,0
2025-03-13 16:02:53+00:00,140,31.62,427.35,0.6105,6,0
2025-03-13 16:03:10+00:00,141,31.62,432.23,0.6175,6,0
2025-03-13 16:03:27+00:00,142,31.62,431.01,0.6157,6,0
2025-03-13 16:03:44+00:00,143,31.56,433.46,0.6192,6,0
2025-03-13 16:04:01+00:00,144,31.56,432.72,0.6182,6,0
2025-03-13 16:04:18+00:00,145,31.56,553.6,0.7909,6,0
2025-03-13 16:04:35+00:00,146,31.56,532.36,0.7605,6,0
2025-03-13 16:04:52+00:00,147,31.56,433.7,0.6196,6,0
2025-03-13 16:05:09+00:00,148,31.56,436.14,0.6231,6,0
2025-03-13 16:05:26+00:00,149,31.56,433.7,0.6196,6,0
2025-03-13 16:05:43+00:00,150,31.56,433.7,0.6196,6,0
2025-03-13 16:06:00+00:00,151,31.56,431.01,0.6157,6,0
2025-03-13 16:06:17+00:00,152,31.56,432.97,0.6185,7,0
2025-03-13 16:06:33+00:00,153,31.56,430.53,0.615,6,0
2025-03-13 16:06:50+00:00,154,31.56,433.94,0.6199,7,0
2025-03-13 16:07:07+00:00,155,31.56,433.7,0.6196,6,0
2025-03-13 16:07:24+00:00,156,31.56,434.68,0.621,7,0
2025-03-13 16:07:41+00:00,157,31.5,431.5,0.6164,6,0
2025-03-13 16:07:58+00:00,158,31.5,437.61,0.6252,6,0
2025-03-13 16:08:15+00:00,159,31.5,437.12,0.6245,7,0
2025-03-13 16:08:32+00:00,160,31.5,429.55,0.6136,7,0
2025-03-13 16:08:48+00:00,161,31.5,431.5,0.6164,7,0
2025-03-13 16:09:05+00:00,162,31.5,437.12,0.6245,6,0
2025-03-13 16:09:22+00:00,163,31.44,430.04,0.6143,7,0
2025-03-13 16:09:39+00:00,164,31.5,435.41,0.622,6,0
2025-03-13 16:09:56+00:00,165,31.5,431.99,0.6171,7,0
2025-03-13 16:10:13+00:00,166,31.5,433.7,0.6196,7,0
2025-03-13 16:10:30+00:00,167,31.44,433.7,0.6196,8,0
2025-03-13 16:10:47+00:00,168,31.44,431.5,0.6164,7,0
2025-03-13 16:11:04+00:00,169,31.5,433.7,0.6196,7,0
2025-03-13 16:11:21+00:00,170,31.5,440.54,0.6293,7,0
2025-03-13 16:11:38+00:00,171,31.44,433.7,0.6196,8,0
2025-03-13 16:11:55+00:00,172,31.44,433.21,0.6189,7,0
2025-03-13 16:12:12+00:00,173,31.44,437.36,0.6248,7,0
2025-03-13 16:12:28+00:00,174,31.44,434.19,0.6203,8,0
2025-03-13 16:12:45+00:00,175,31.44,434.43,0.6206,8,0
2025-03-13 16:13:02+00:00,176,31.44,430.53,0.615,8,0
2025-03-13 16:13:19+00:00,177,31.44,436.14,0.6231,8,0
2025-03-13 16:13:36+00:00,178,31.44,80.29,0.1147,8,0
2025-03-13 16:13:53+00:00,179,31.44,435.16,0.6217,8,0
2025-03-13 16:14:10+00:00,180,31.44,123.76,0.1768,8,0
2025-03-13 16:14:27+00:00,181,31.37,440.05,0.6286,8,0
2025-03-13 16:14:44+00:00,182,31.44,558,0.7971,8,0
2025-03-13 16:15:00+00:00,183,31.37,528.21,0.7546,8,0
2025-03-13 16:15:32+00:00,184,31.37,406.59,0.5808,3,0
2025-03-13 16:15:49+00:00,185,31.37,93.19,0.1331,3,1
2025-03-13 16:16:06+00:00,186,31.37,90.45,0.1292,3,1
2025-03-13 16:16:23+00:00,187,31.37,95.34,0.1362,3,1
2025-03-13 16:16:40+00:00,188,31.37,102.17,0.146,3,1
2025-03-13 16:16:57+00:00,189,31.37,101.68,0.1453,3,1
2025-03-13 16:17:14+00:00,190,31.37,101.78,0.1454,3,1
2025-03-13 16:17:31+00:00,191,31.31,102.27,0.1461,3,1
2025-03-13 16:17:48+00:00,192,31.37,104.22,0.1489,3,1
2025-03-13 16:18:04+00:00,193,31.37,106.37,0.152,3,1
2025-03-13 16:18:21+00:00,194,31.37,101.39,0.1448,3,1
2025-03-13 16:18:38+00:00,195,31.37,104.22,0.1489,3,1
2025-03-13 16:18:55+00:00,196,31.37,106.47,0.1521,3,1
2025-03-13 16:19:12+00:00,197,31.31,106.28,0.1518,3,1
2025-03-13 16:19:29+00:00,198,31.31,105.89,0.1513,3,1
2025-03-13 16:19:46+00:00,199,31.31,104.13,0.1488,3,1
2025-03-13 16:20:03+00:00,200,31.31,104.62,0.1495,3,1
2025-03-13 16:20:19+00:00,201,31.31,104.03,0.1486,3,1
2025-03-13 16:20:36+00:00,202,31.31,105.1,0.1501,3,1
2025-03-13 16:20:53+00:00,203,31.31,104.62,0.1495,3,1
2025-03-13 16:21:10+00:00,204,31.31,103.74,0.1482,3,1
2025-03-13 16:21:27+00:00,205,31.25,104.71,0.1496,3,1
2025-03-13 16:21:44+00:00,206,31.31,103.83,0.1483,3,1
2025-03-13 16:22:01+00:00,207,31.31,105.79,0.1511,3,1
2025-03-13 16:22:18+00:00,208,31.31,105.89,0.1513,3,1
2025-03-13 16:22:35+00:00,209,31.25,106.57,0.1522,3,1
2025-03-13 16:22:52+00:00,210,31.31,106.28,0.1518,3,1
2025-03-13 16:23:09+00:00,211,31.25,105.01,0.15,3,1
2025-03-13 16:23:25+00:00,212,31.25,104.71,0.1496,3,1
2025-03-13 16:23:42+00:00,213,31.25,104.03,0.1486,3,1
2025-03-13 16:23:59+00:00,214,31.31,105.69,0.151,3,1
2025-03-13 16:24:16+00:00,215,31.25,105.69,0.151,3,1
2025-03-13 16:24:33+00:00,216,31.25,105.3,0.1504,3,1
2025-03-13 16:24:50+00:00,217,31.25,107.84,0.1541,3,1
2025-03-13 16:25:07+00:00,218,31.25,106.28,0.1518,2,1
2025-03-13 16:25:24+00:00,219,31.25,106.57,0.1522,2,1
2025-03-13 16:25:40+00:00,220,31.25,107.84,0.1541,2,1
2025-03-13 16:25:57+00:00,221,31.25,105.98,0.1514,2,1
2025-03-13 16:26:14+00:00,222,31.19,105.98,0.1514,1,1
2025-03-13 16:26:31+00:00,223,31.25,108.13,0.1545,1,1
2025-03-13 16:26:48+00:00,224,31.19,105.79,0.1511,1,1
2025-03-13 16:27:05+00:00,225,31.19,107.64,0.1538,1,1
2025-03-13 16:27:22+00:00,226,31.19,106.08,0.1515,1,1
2025-03-13 16:27:39+00:00,227,31.19,106.57,0.1522,1,1
2025-03-13 16:27:56+00:00,228,31.19,105.79,0.1511,1,1
2025-03-13 16:28:12+00:00,229,31.19,107.84,0.1541,1,1
2025-03-13 16:28:29+00:00,230,31.19,105.2,0.1503,1,1
2025-03-13 16:28:46+00:00,231,31.19,106.57,0.1522,1,1
2025-03-13 16:29:03+00:00,232,31.19,105.79,0.1511,1,1
2025-03-13 16:29:20+00:00,233,31.19,105.98,0.1514,1,1
2025-03-13 16:29:37+00:00,234,31.19,107.06,0.1529,1,1
2025-03-13 16:29:54+00:00,235,31.19,106.86,0.1527,0,1
2025-03-13 16:30:11+00:00,236,31.19,103.64,0.1481,0,1
2025-03-13 16:30:28+00:00,237,31.19,106.47,0.1521,0,1
2025-03-13 16:30:48+00:00,238,31.19,110.77,0.1582,0,1
2025-03-13 16:31:05+00:00,239,31.19,105.2,0.1503,0,1
2025-03-13 16:31:22+00:00,240,31.19,106.18,0.1517,0,1
2025-03-13 16:31:38+00:00,241,31.19,107.74,0.1539,0,1
2025-03-13 16:31:55+00:00,242,31.19,107.84,0.1541,0,1
2025-03-13 16:32:12+00:00,243,31.12,110.09,0.1573,0,1
2025-03-13 16:32:29+00:00,244,31.12,106.47,0.1521,0,1
2025-03-13 16:32:46+00:00,245,31.19,109.01,0.1557,0,1
2025-03-13 16:33:03+00:00,246,31.19,109.99,0.1571,0,1
2025-03-13 16:33:20+00:00,247,31.19,105.79,0.1511,0,1
2025-03-13 16:33:37+00:00,248,31.19,106.18,0.1517,0,1
2025-03-13 16:33:54+00:00,249,31.12,104.81,0.1497,0,1
2025-03-13 16:34:10+00:00,250,31.12,105.98,0.1514,0,1
2025-03-13 16:34:27+00:00,251,31.19,109.89,0.157,0,1
2025-03-13 16:34:44+00:00,252,31.19,110.09,0.1573,0,1
2025-03-13 16:35:01+00:00,253,31.19,111.06,0.1587,0,1
2025-03-13 16:35:18+00:00,254,31.19,110.67,0.1581,0,1
2025-03-13 16:35:35+00:00,255,31.19,108.33,0.1548,0,1
2025-03-13 16:35:52+00:00,256,31.19,110.96,0.1585,0,1
2025-03-13 16:36:09+00:00,257,31.19,110.48,0.1578,0,1
2025-03-13 16:36:25+00:00,258,31.19,111.45,0.1592,0,1
2025-03-13 16:36:42+00:00,259,31.19,114.58,0.1637,0,1
2025-03-13 16:36:59+00:00,260,31.19,109.5,0.1564,0,1
2025-03-13 16:37:16+00:00,261,31.19,113.41,0.162,0,1
2025-03-13 16:37:33+00:00,262,31.19,119.76,0.1711,0,1
2025-03-13 16:37:50+00:00,263,31.12,117.22,0.1675,0,1
2025-03-13 16:38:07+00:00,264,31.19,110.67,0.1581,0,1
2025-03-13 16:38:36+00:00,265,31.19,113.02,0.1615,3,1
2025-03-13 16:38:53+00:00,266,31.25,118.49,0.1693,4,1
2025-03-13 16:39:10+00:00,267,31.19,126.01,0.18,4,1
2025-03-13 16:39:26+00:00,268,31.19,464.71,0.6639,3,0
2025-03-13 16:39:43+00:00,269,31.19,474.48,0.6778,3,0
2025-03-13 16:40:00+00:00,270,31.25,451.04,0.6443,3,0
2025-03-13 16:40:17+00:00,271,31.25,431.75,0.6168,3,0
2025-03-13 16:40:34+00:00,272,31.19,435.41,0.622,4,0
2025-03-13 16:40:51+00:00,273,31.25,442.74,0.6325,3,0
2025-03-13 16:41:08+00:00,274,31.19,437.36,0.6248,4,0
2025-03-13 16:41:25+00:00,275,31.25,436.14,0.6231,3,0
2025-03-13 16:41:42+00:00,276,31.25,436.87,0.6241,4,0
2025-03-13 16:41:58+00:00,277,31.19,434.92,0.6213,4,0
2025-03-13 16:42:15+00:00,278,31.25,436.39,0.6234,3,0
2025-03-13 16:42:32+00:00,279,31.19,437.36,0.6248,4,0
2025-03-13 16:42:49+00:00,280,31.19,437.61,0.6252,3,0
2025-03-13 16:43:06+00:00,281,31.25,435.16,0.6217,3,0
2025-03-13 16:43:23+00:00,282,31.19,446.4,0.6377,4,0
2025-03-13 16:43:40+00:00,283,31.25,442.49,0.6321,4,0
2025-03-13 16:43:57+00:00,284,31.19,442,0.6314,3,0
2025-03-13 16:44:14+00:00,285,31.19,435.41,0.622,4,0
2025-03-13 16:44:30+00:00,286,31.19,440.05,0.6286,4,0
2025-03-13 16:44:47+00:00,287,31.19,438.1,0.6259,4,0
2025-03-13 16:45:04+00:00,288,31.19,437.61,0.6252,4,0
2025-03-13 16:45:21+00:00,289,31.12,433.94,0.6199,4,0
2025-03-13 16:45:38+00:00,290,31.12,440.78,0.6297,4,0
2025-03-13 16:45:55+00:00,291,31.19,440.78,0.6297,4,0
2025-03-13 16:46:12+00:00,292,31.19,440.78,0.6297,4,0
2025-03-13 16:46:29+00:00,293,31.19,439.8,0.6283,4,0
2025-03-13 16:46:45+00:00,294,31.12,438.1,0.6259,4,0
2025-03-13 16:47:02+00:00,295,31.12,442.98,0.6328,4,0
2025-03-13 16:47:20+00:00,296,31.19,445.42,0.6363,4,0
2025-03-13 16:47:36+00:00,297,31.19,438.58,0.6265,4,0
2025-03-13 16:47:53+00:00,298,31.19,444.2,0.6346,5,0
2025-03-13 16:48:10+00:00,299,31.12,439.8,0.6283,4,0
2025-03-13 16:48:27+00:00,300,31.12,443.71,0.6339,5,0
2025-03-13 16:48:44+00:00,301,31.12,443.22,0.6332,5,0
2025-03-13 16:49:01+00:00,302,31.12,440.29,0.629,5,0
2025-03-13 16:49:18+00:00,303,31.19,440.29,0.629,5,0
2025-03-13 16:49:36+00:00,304,31.6541560449829,333.313327963097,0.49074718156627,3.15333042864659,0
2025-03-13 16:49:54+00:00,305,31.4716028193804,496.042956150657,0.279033578042353,3.66786588285857,0
2025-03-13 16:50:12+00:00,306,31.6975604483921,185.346730465959,0.373995566264213,3.42868236520927,0
2025-03-13 16:50:30+00:00,307,31.9492168315459,367.39482229631,0.269369576132867,4.60552664959193,0
2025-03-13 16:50:48+00:00,308,31.4440351758459,250.389253873177,0.680008645274816,7.36324204482675,0
2025-03-13 16:51:06+00:00,309,31.4440398958763,315.199424593512,0.448656326552106,6.48479879680309,0
2025-03-13 16:51:24+00:00,310,31.9653691597705,507.089656351178,0.861016461112996,0.469408515126702,0
2025-03-13 16:51:42+00:00,311,31.7319868974884,340.128622179198,0.430675288945701,5.3297146076701,0
2025-03-13 16:52:00+00:00,312,31.3763815265516,317.915956664744,0.288589227496442,7.10585654887185,0
2025-03-13 16:52:18+00:00,313,31.6673365161468,101.982284635374,0.111941286672994,4.73857096496509,0
2025-03-13 16:52:36+00:00,314,31.3781227964462,425.371580650372,0.0484545162190213,6.50795013866782,0
2025-03-13 16:52:54+00:00,315,31.377458090193,409.898625784928,0.0964939948935211,8.82288398483427,0
2025-03-13 16:53:12+00:00,316,31.5809161147462,642.949518390295,0.502576980723137,6.33891798660533,0
2025-03-13 16:53:30+00:00,317,30.9612943453762,263.526924143474,0.555572697634999,4.39307364788801,0
2025-03-13 16:53:48+00:00,318,31.0154476252124,344.435841826132,0.0971400470809923,6.39263701413028,0
2025-03-13 16:54:06+00:00,319,31.349698198043,349.07811838733,0.640312299201779,4.13069464445272,0
2025-03-13 16:54:24+00:00,320,31.2201691009737,553.000777448012,0.338019849159217,3.82669505846948,0
2025-03-13 16:54:42+00:00,321,31.6016977191721,296.15325475179,0.476181242166478,2.88363190478453,0
2025-03-13 16:55:00+00:00,322,31.250300617989,353.628954864254,0.797629546613011,7.69503668447676,0
2025-03-13 16:55:18+00:00,323,31.1053226715852,404.12710753952,0.640707357248376,1.71016048198603,0
2025-03-13 16:55:36+00:00,324,31.9327200472216,339.439199352013,0.385078082388147,7.61702803608327,0
2025-03-13 16:55:54+00:00,325,31.4464435440558,242.236644037194,0.248494394383213,5.02264681097899,0
2025-03-13 16:56:12+00:00,326,31.5307671666145,340.587873227538,-0.0280291117555835,0.250584261910034,0
2025-03-13 16:56:30+00:00,327,31.101744942545,475.639902404002,0.286231921692047,4.69042939860011,0
2025-03-13 16:56:48+00:00,328,31.3548457425512,153.166161586014,0.397669126782186,-1.51012211620133,0
2025-03-13 16:57:06+00:00,329,31.543242841823,331.202959997483,0.227439137167616,5.33835336830952,0
2025-03-13 16:57:24+00:00,330,31.1804480647206,203.283438100795,0.415189697218337,5.99096289306781,0
2025-03-13 16:57:42+00:00,331,31.6193644932576,494.282935165289,0.460839333028746,2.27821544523457,0
2025-03-13 16:58:00+00:00,332,31.3386724253711,76.9031443852782,0.394658321772557,4.07707308701672,0
2025-03-13 16:58:18+00:00,333,31.427492597114,224.964281506123,0.301400455005607,8.6768628891193,0
2025-03-13 16:58:36+00:00,334,31.3383654028868,368.70590352845,0.48097669808345,2.49583930196764,0
2025-03-13 16:58:54+00:00,335,32.0438741288498,551.169062833257,0.540923237342075,1.10590690126591,0
2025-03-13 16:59:12+00:00,336,31.5074727486699,300.689877159923,0.204797452884741,7.48962282270861,0
2025-03-13 16:59:30+00:00,337,31.2072663736854,225.535837027369,0.753476041199364,8.69804441594757,0
2025-03-13 16:59:48+00:00,338,31.7478308077737,599.633939250555,0.422355756763482,3.77591981176087,0
2025-03-13 17:00:06+00:00,339,31.1603665076719,88.4458218065289,0.448116269856919,6.30814606735905,0
2025-03-13 17:00:24+00:00,340,31.5714004057806,-26.8369261441641,0.599331617339843,7.13737244434685,0
2025-03-13 17:00:42+00:00,341,30.9479574801148,378.349124128968,0.495138551861235,1.90098675319185,0
2025-03-13 17:01:00+00:00,342,31.1295060886466,233.696201064078,0.653056433538741,2.54720125986825,0
2025-03-13 17:01:18+00:00,343,31.5679497857468,153.977277084969,0.506963527665655,6.85946329077657,0
2025-03-13 17:01:36+00:00,344,31.7236586951162,419.552547337137,0.309640556188123,8.00058442609841,0
2025-03-13 17:01:54+00:00,345,31.5606206849306,348.220863557527,0.523278983232169,5.18098953997595,0
2025-03-13 17:02:12+00:00,346,31.4781048150811,224.172466830494,0.193099901064435,1.5559161043865,0
2025-03-13 17:02:30+00:00,347,31.4247872833407,114.197309264191,0.467794590162771,8.75954026112133,0
2025-03-13 17:02:48+00:00,348,31.0862852346816,444.74993767215,0.436692366486566,2.432458240531,0
2025-03-13 17:03:06+00:00,349,31.3044014170179,410.622912024657,0.398330125920458,2.92452990072121,0
2025-03-13 17:03:24+00:00,350,31.3789217229996,295.557436958858,0.415786222354816,4.6268290657224,0
2025-03-13 17:03:42+00:00,351,31.8152706477603,594.33344507602,0.0311892531614025,7.67178674238759,0
2025-03-13 17:04:00+00:00,352,31.6101417268375,146.47614957641,0.323616179569013,5.91242689667319,0
2025-03-13 17:04:18+00:00,353,31.0044876423061,76.544107893159,0.464347475307915,4.80906999395627,0
2025-03-13 17:04:36+00:00,354,31.6045257045392,204.544490093385,0.479046754804924,4.93074298293959,0
2025-03-13 17:04:54+00:00,355,31.4006438475427,303.786060080579,0.218556237568278,3.87597336856708,0
2025-03-13 17:05:12+00:00,356,31.3167413436484,348.150037244547,0.721620368992001,5.16907591745678,0
2025-03-13 17:05:30+00:00,357,31.687207101408,273.7443538125,0.253982071422739,-2.58941503940143,0
2025-03-13 17:05:48+00:00,358,31.8077604971486,364.843172227461,0.656636425076547,3.02134539285795,0
2025-03-13 17:06:06+00:00,359,31.7790916523677,118.614118519745,0.537688571143154,4.37300549256413,0
2025-03-13 17:06:24+00:00,360,31.2700821680274,532.47312564868,0.302228578102077,0.874470066395888,0
2025-03-13 17:06:42+00:00,361,31.4224560770967,298.171546282698,0.833404148078351,4.73735179126441,0
2025-03-13 17:07:00+00:00,362,31.6065897650426,482.344442345247,0.182151775465711,3.25285695951877,0
